34.txt,2280,0.03524947166442871
15.txt,2107,0.03693723678588867
43.txt,2327,0.03530550003051758
21.txt,1535,0.03633689880371094
40.txt,1200,0.035755157470703125
22.txt,1221,0.03568387031555176
46.txt,1883,0.03606605529785156
41.txt,1208,0.035260915756225586
30.txt,2259,0.03698921203613281
36.txt,3620,0.03508353233337402
17.txt,2001,0.03563690185546875
0.txt,1840,0.03552675247192383
27.txt,2625,0.03750109672546387
8.txt,1474,0.03657984733581543
29.txt,1246,0.035123348236083984
44.txt,2516,0.03533673286437988
7.txt,3270,0.035201072692871094
5.txt,1809,0.03511667251586914
39.txt,1200,0.0359804630279541
45.txt,1891,0.03542208671569824
12.txt,1966,0.03516554832458496
16.txt,1447,0.03651714324951172
26.txt,2312,0.03638911247253418
10.txt,1477,0.03544783592224121
48.txt,2206,0.03526663780212402
2.txt,2037,0.03586626052856445
32.txt,2010,0.03562593460083008
3.txt,3016,0.03559565544128418
13.txt,3012,0.036301374435424805
42.txt,1571,0.03546404838562012
14.txt,2396,0.035674095153808594
9.txt,1666,0.03563261032104492
33.txt,2342,0.0351262092590332
23.txt,1438,0.0356597900390625
28.txt,2772,0.03568577766418457
47.txt,1959,0.03568100929260254
38.txt,1200,0.03584694862365723
49.txt,2153,0.037363290786743164
20.txt,2077,0.037428855895996094
37.txt,2369,0.0388340950012207
4.txt,1704,0.044666290283203125
11.txt,1847,0.037799835205078125
19.txt,2076,0.034658193588256836
31.txt,1486,0.03537893295288086
1.txt,1786,0.03471255302429199
6.txt,2485,0.036866188049316406
18.txt,1588,0.03524065017700195
24.txt,2320,0.03511166572570801
25.txt,2648,0.03482341766357422
35.txt,1843,0.03541231155395508
