34.txt,4640,0.03804469108581543
15.txt,4368,0.03989815711975098
43.txt,4510,0.03936123847961426
21.txt,4362,0.04138803482055664
40.txt,4635,0.03743600845336914
22.txt,4661,0.03926205635070801
46.txt,4555,0.03862190246582031
41.txt,4530,0.038416147232055664
30.txt,4449,0.04140806198120117
36.txt,4570,0.040018558502197266
17.txt,4638,0.03931879997253418
0.txt,4497,0.03848457336425781
27.txt,4348,0.04363274574279785
8.txt,4561,0.03857851028442383
29.txt,4507,0.03869795799255371
44.txt,4540,0.04033923149108887
7.txt,4510,0.03984785079956055
5.txt,4330,0.03890204429626465
39.txt,4458,0.03863215446472168
45.txt,4600,0.038907527923583984
12.txt,4606,0.03851509094238281
16.txt,4547,0.0390934944152832
26.txt,4491,0.04174518585205078
10.txt,4560,0.039887189865112305
48.txt,4541,0.039644718170166016
2.txt,4462,0.044240713119506836
32.txt,4443,0.039933204650878906
3.txt,4528,0.03873848915100098
13.txt,4486,0.0407254695892334
42.txt,4530,0.03977084159851074
14.txt,4388,0.042792558670043945
9.txt,4560,0.040128469467163086
33.txt,4751,0.03962111473083496
23.txt,4323,0.043743133544921875
28.txt,4644,0.03645467758178711
47.txt,4594,0.039110422134399414
38.txt,4419,0.03968524932861328
49.txt,4383,0.045488595962524414
20.txt,4554,0.03859257698059082
37.txt,4480,0.04182553291320801
4.txt,4398,0.04149365425109863
11.txt,4538,0.03928637504577637
19.txt,4475,0.04212021827697754
31.txt,4470,0.04101395606994629
1.txt,4451,0.03792715072631836
6.txt,4432,0.040244102478027344
18.txt,4616,0.041211843490600586
24.txt,4578,0.038390159606933594
25.txt,4567,0.0417323112487793
35.txt,4541,0.038777828216552734
34.txt,52756,0.04682135581970215
15.txt,50720,0.04047107696533203
43.txt,54442,0.04442596435546875
21.txt,50659,0.03997969627380371
40.txt,53463,0.03915143013000488
22.txt,51806,0.03735995292663574
46.txt,52778,0.03883671760559082
41.txt,52790,0.038903236389160156
30.txt,50776,0.036325931549072266
36.txt,50540,0.0388031005859375
17.txt,54750,0.042281150817871094
0.txt,51490,0.038057804107666016
27.txt,49246,0.03628730773925781
8.txt,51225,0.037871599197387695
29.txt,54425,0.03946375846862793
44.txt,50192,0.05021548271179199
7.txt,55974,0.040308237075805664
5.txt,54886,0.06297802925109863
39.txt,48421,0.037317514419555664
45.txt,51258,0.038335323333740234
12.txt,52377,0.038398027420043945
16.txt,51137,0.037905216217041016
26.txt,49408,0.04308629035949707
10.txt,50436,0.04106545448303223
48.txt,51955,0.03833174705505371
2.txt,50061,0.03920602798461914
32.txt,53348,0.04420781135559082
3.txt,52215,0.04110145568847656
13.txt,51627,0.0388331413269043
42.txt,54383,0.0404660701751709
14.txt,50039,0.03864550590515137
9.txt,54287,0.04429054260253906
33.txt,52798,0.03895115852355957
23.txt,53192,0.038403987884521484
28.txt,52995,0.04145932197570801
47.txt,52883,0.04076671600341797
38.txt,50501,0.04084014892578125
49.txt,50666,0.03896951675415039
20.txt,49376,0.0401606559753418
37.txt,51703,0.038446903228759766
4.txt,49619,0.0426020622253418
11.txt,54812,0.042047739028930664
19.txt,50809,0.038578033447265625
31.txt,52061,0.040329694747924805
1.txt,51989,0.04073214530944824
6.txt,48703,0.0375056266784668
18.txt,50960,0.03773307800292969
24.txt,51012,0.03840279579162598
25.txt,53044,0.040162086486816406
35.txt,53608,0.03795599937438965
