1000 15994.72
1100 17460.0
1200 18905.14
1300 20336.32
1400 21753.24
1500 23160.0
1600 24555.6
1700 25943.08
1800 27316.14
1900 28667.86
2000 30011.52
2100 31352.56
2200 32689.32
2300 34015.78
2400 35334.68
2500 36647.52
2600 37957.6
2700 39263.3
2800 40563.46
2900 41853.76
3000 43134.2
3100 44404.6
3200 45666.3
3300 46918.72
3400 48167.56
3500 49414.38
3600 50656.22
3700 51892.02
3800 53123.4
3900 54350.04
4000 55572.3
4100 56790.58
4200 58003.08
4300 59207.02
4400 60407.88
4500 61605.88
4600 62803.42
4700 63998.92
4800 65192.0
4900 66382.04
5000 67567.78
